Subsistence Project Year,Section Sort,Section,District,Tributary Sort,Tributary,Community Sort,Community,Harvest,Year Comment,Community Year Comment,Harvest Comment
2009,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,446,Restrictions during summer season to conserve Chinook salmon.,Does not include 1 household(s) that fished more than one permit.,
2009,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,1509,Restrictions during summer season to conserve Chinook salmon.,Includes communities within the Fairbanks North Star Borough. Does not include 1 household(s) that fished more than one permit.,
2009,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,541,Restrictions during summer season to conserve Chinook salmon.,"Includes Anchorage, Manley, Minto, Nenana, Tok, and Wiseman residents who fished in a permit area of District 5. Does not include 1 household(s) that fished more than one permit.",
2009,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,622,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 6,5,,32,Manley,345,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 6,5,,33,Minto,,Restrictions during summer season to conserve Chinook salmon.,Minto combined with Other District 6; low number of fished permits combined to preserve confidentiality.,
2009,3,Upper Yukon,District 6,5,,34,Nenana/Healy,473,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,396,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 6,5,,36,District 6 Other,71,Restrictions during summer season to conserve Chinook salmon.,"Includes Anderson, Delta Junction, Dot Lake, Eagle River, Minto, Northway, Tanacross, and Tok residents who fished in District 6.",
2010,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,584,,,
2010,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,716,,,
2010,2,Lower Yukon,District 1,5,,3,Nunam Iqua,404,,,
2010,2,Lower Yukon,District 1,5,,4,Alakanuk,944,,,
2010,2,Lower Yukon,District 1,5,,5,Emmonak,2194,,,Includes 10 fish donated to commercial processor from the Lower Yukon Test Fishery and donated to unknown communities.
2010,2,Lower Yukon,District 1,5,,6,Kotlik,2314,,,
2010,2,Lower Yukon,District 2,5,,10,Pilot Station,1585,,,
2010,2,Lower Yukon,District 2,5,,11,Marshall,2110,,,
2010,2,Lower Yukon,District 2,5,,7,Mountain Village,1601,,,
2010,2,Lower Yukon,District 2,5,,8,Pitkas Point,580,,,
2010,2,Lower Yukon,District 2,5,,9,St. Mary's,2800,,,
2010,2,Lower Yukon,District 3,5,,12,Russian Mission,924,,,
2010,2,Lower Yukon,District 3,5,,13,Holy Cross,3098,,,
2010,2,Lower Yukon,District 3,5,,14,Shageluk,277,,,
2010,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,1069,,,
2010,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,2122,,,
2010,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,3191,,,
2010,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,2989,,,
2010,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,867,,,
2010,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,1357,,,
2010,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,1102,,,
2010,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,128,,,
2010,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,63,,,
2010,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,3215,,,
2010,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,731,,,
2010,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,198,,,
2010,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,1756,,,
2010,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,414,,,
2010,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,867,,Does not include 3 household(s) that fished more than one permit.,
2010,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,1670,,Includes communities within the Fairbanks North Star Borough.,
2010,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,779,,"Includes Anchorage, Manley, Minto, Nenana, Wiseman, and Tok residents who fished in a permit area of District 5. Does not include 2 household(s) that fished more than one permit.",
2010,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,767,,,
2010,3,Upper Yukon,District 6,5,,32,Manley,337,,,
2010,3,Upper Yukon,District 6,5,,33,Minto,43,,,
2010,3,Upper Yukon,District 6,5,,34,Nenana/Healy,660,,,
2010,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,91,,,
2010,3,Upper Yukon,District 6,5,,36,District 6 Other,12,,"Includes Anderson, Delta Junction, Dot Lake, Eagle River, Northway, Tanacross, and Tok residents who fished in District 6.",
2011,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,252,Restrictions during summer season to conserve Chinook salmon.,,
2011,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,517,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 1,5,,3,Nunam Iqua,250,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 1,5,,4,Alakanuk,1464,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 1,5,,5,Emmonak,2172,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 1,5,,6,Kotlik,2369,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 2,5,,10,Pilot Station,1340,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 2,5,,11,Marshall,2686,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 2,5,,7,Mountain Village,2063,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 2,5,,8,Pitkas Point,246,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 2,5,,9,St. Mary's,1734,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 3,5,,12,Russian Mission,1550,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 3,5,,13,Holy Cross,2231,Restrictions during summer season to conserve Chinook salmon.,,
2011,2,Lower Yukon,District 3,5,,14,Shageluk,353,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,1052,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1374,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,2488,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,1538,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,1349,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,1434,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,482,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,131,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,45,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,2936,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,616,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,356,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,2521,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,363,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,728,Restrictions during summer season to conserve Chinook salmon.,Does not include 4 household(s) that fished more than one permit.,
2011,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,2186,Restrictions during summer season to conserve Chinook salmon.,Includes communities within the Fairbanks North Star Borough. Does not include 1 household(s) that fished more than one permit.,
2011,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,777,Restrictions during summer season to conserve Chinook salmon.,"Includes Anchorage, Manley, Minto, Nenana, Tanana, Wiseman, and Tok residents who fished in a permit area of District 5. Does not include 3 household(s) that fished more than one permit.",
2011,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,10,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 6,5,,32,Manley,287,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 6,5,,33,Minto,61,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 6,5,,34,Nenana/Healy,681,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,330,Restrictions during summer season to conserve Chinook salmon.,,
2011,3,Upper Yukon,District 6,5,,36,District 6 Other,8,Restrictions during summer season to conserve Chinook salmon.,"Includes Anderson, Delta Junction, Dot Lake, Eagle River, Northway, Tanacross, and Tok residents who fished in District 6.",
2012,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,1090,Restrictions during summer season to conserve Chinook salmon.,,
2012,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,1014,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 1,5,,3,Nunam Iqua,195,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 1,5,,4,Alakanuk,1081,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 1,5,,5,Emmonak,1864,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 1,5,,6,Kotlik,1173,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 2,5,,10,Pilot Station,1078,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 2,5,,11,Marshall,1409,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 2,5,,7,Mountain Village,1789,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 2,5,,8,Pitkas Point,261,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 2,5,,9,St. Mary's,2344,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 3,5,,12,Russian Mission,1711,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 3,5,,13,Holy Cross,576,Restrictions during summer season to conserve Chinook salmon.,,
2012,2,Lower Yukon,District 3,5,,14,Shageluk,75,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,435,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1081,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,1346,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,1955,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,614,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,742,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,1316,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,165,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,8,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,2100,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,520,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,71,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,2141,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,346,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,167,Restrictions during summer season to conserve Chinook salmon.,Does not include 2 household(s) that fished more than one permit.,
2012,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,558,Restrictions during summer season to conserve Chinook salmon.,Includes communities within the Fairbanks North Star Borough. Does not include 2 household(s) that fished more than one permit.,
2012,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,477,Restrictions during summer season to conserve Chinook salmon.,"Includes Anchorage, Manley, Minto, Nenana, Tanana, Wasilla, Willow, Wiseman, and Tok residents who fished in a permit area of District 5. Does not include 3 household(s) that fished more than one permit.",
2012,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,86,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 6,5,,32,Manley,174,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 6,5,,33,Minto,99,Restrictions during summer season to conserve Chinook salmon.,Does not include 1 household(s) that fished more than one permit.,
2012,3,Upper Yukon,District 6,5,,34,Nenana/Healy,296,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,58,Restrictions during summer season to conserve Chinook salmon.,,
2012,3,Upper Yukon,District 6,5,,36,District 6 Other,0,Restrictions during summer season to conserve Chinook salmon.,"Includes Anderson, Delta Junction, Dot Lake, Northway, Tanacross, and Tok residents who fished in District 6.",
2013,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,1210,Restrictions during summer season to conserve Chinook salmon.,,
2013,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,332,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 1,5,,3,Nunam Iqua,12,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 1,5,,4,Alakanuk,275,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 1,5,,5,Emmonak,553,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 1,5,,6,Kotlik,794,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 2,5,,10,Pilot Station,258,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 2,5,,11,Marshall,328,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 2,5,,7,Mountain Village,266,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 2,5,,8,Pitkas Point,37,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 2,5,,9,St. Mary's,215,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 3,5,,12,Russian Mission,236,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 3,5,,13,Holy Cross,204,Restrictions during summer season to conserve Chinook salmon.,,
2013,2,Lower Yukon,District 3,5,,14,Shageluk,4,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,121,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,226,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,348,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,602,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,898,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,275,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,357,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,68,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,6,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,1200,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,274,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,107,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,1561,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,178,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,175,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,610,Restrictions during summer season to conserve Chinook salmon.,Includes communities within the Fairbanks North Star Borough. Does not include 1 household(s) that fished more than one permit.,
2013,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,125,Restrictions during summer season to conserve Chinook salmon.,"Includes Anchorage, Manley, Minto, Nenana, Tanana, Tok, Wasilla, and Wiseman residents who fished in a permit area of District 5.",
2013,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,311,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 6,5,,32,Manley,165,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 6,5,,33,Minto,60,Restrictions during summer season to conserve Chinook salmon.,Does not include 2 household(s) that fished more than one permit.,
2013,3,Upper Yukon,District 6,5,,34,Nenana/Healy,87,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,49,Restrictions during summer season to conserve Chinook salmon.,,
2013,3,Upper Yukon,District 6,5,,36,District 6 Other,6,Restrictions during summer season to conserve Chinook salmon.,"Includes Delta Junction, Dot Lake, Northway, Tanacross, Tanana, Tok, and Wasilla residents who fished in District 6.",
2014,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,455,Restrictions during summer season to conserve Chinook salmon.,,
2014,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,108,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 1,5,,3,Nunam Iqua,62,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 1,5,,4,Alakanuk,214,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 1,5,,5,Emmonak,463,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 1,5,,6,Kotlik,617,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 2,5,,10,Pilot Station,163,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 2,5,,11,Marshall,128,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 2,5,,7,Mountain Village,178,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 2,5,,8,Pitkas Point,79,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 2,5,,9,St. Mary's,68,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 3,5,,12,Russian Mission,16,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 3,5,,13,Holy Cross,0,Restrictions during summer season to conserve Chinook salmon.,,
2014,2,Lower Yukon,District 3,5,,14,Shageluk,32,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,0,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,3,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,10,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,0,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,52,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,1,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,6,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,51,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,9,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,88,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,0,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,0,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,93,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,0,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,76,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,14,Restrictions during summer season to conserve Chinook salmon.,Includes communities within the Fairbanks North Star Borough.,
2014,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,0,Restrictions during summer season to conserve Chinook salmon.,"Includes Anchorage, Manley, Minto, Nenana, Tanana, Wasilla, Willow, Wiseman, and Tok residents who fished in a permit area of District 5.",
2014,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,17,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 6,5,,32,Manley,92,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 6,5,,33,Minto,0,Restrictions during summer season to conserve Chinook salmon.,Does not include 1 household(s) that fished more than one permit.,
2014,3,Upper Yukon,District 6,5,,34,Nenana/Healy,139,Restrictions during summer season to conserve Chinook salmon.,Does not include 1 household(s) that fished more than one permit.,
2014,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,41,Restrictions during summer season to conserve Chinook salmon.,,
2014,3,Upper Yukon,District 6,5,,36,District 6 Other,11,Restrictions during summer season to conserve Chinook salmon.,"Includes Anderson, Delta Junction, Dot Lake, Northway, Tanacross, and Tok residents who fished in District 6.",
2015,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,534,Restrictions during summer season to conserve Chinook salmon.,,
2015,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,432,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 1,5,,3,Nunam Iqua,210,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 1,5,,4,Alakanuk,436,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 1,5,,5,Emmonak,612,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 1,5,,6,Kotlik,661,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 2,5,,10,Pilot Station,382,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 2,5,,11,Marshall,128,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 2,5,,7,Mountain Village,370,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 2,5,,8,Pitkas Point,44,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 2,5,,9,St. Mary's,261,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 3,5,,12,Russian Mission,365,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 3,5,,13,Holy Cross,68,Restrictions during summer season to conserve Chinook salmon.,,
2015,2,Lower Yukon,District 3,5,,14,Shageluk,14,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,58,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,22,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,119,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,33,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,26,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,372,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,68,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,38,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,35,Restrictions during summer season to conserve Chinook salmon.,,
2015,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,141,Restrictions during summer season to conserve Chinook salmon.,,
